"HOTEL PAI VISTA, MYSORE","35/a, behind bhima jewellery, bangalore nilgiri road, doora, mysuru, karnataka 570001, india",Hotel,12.310976,76.65936,570001,47,4.2
SUDHANAND FOUR SEASONS,"mahadevapura main road, udayagiri, mysuru, karnataka 570019, india",Hotel,12.324503,76.6766534,570019,81,4.8
OYO 80092 COLLECTION O PALACE INN MYSORE,"dawood khan road, lashkar mohalla, five light circle, near savitri convent school, mysuru, karnataka 570001, india",Hotel,12.3179959,76.6585333,570001,46,4.1
HOTEL THE PRESIDENT,"banglore nilgiri road, near haroadinge circle, karnataka 570001, india",Hotel,12.3089689,76.6594571,570001,45,3.9
"THE VILLAGE , MYSORE","106/1, vidyaranyapura - nanjangud road, gundurao nagar, vidyaranyapura, mysuru, karnataka 570025, india",Resort hotel,12.2822205,76.6589941,570025,43,4.2
EMERALD CLARKS INN SUITES,"no 37, link main road, industrial suburb, 3road phase, visveshwarnagar, mysuru, karnataka 570008, india",Hotel,12.2680921,76.6444077,570008,42,4.5
THE RED LOTUS PREMIUM,"#12/1a, industrial suburb, manandavadi road, opp. bharath petroleum, jp nagar, mysuru, karnataka 570008, india",Serviced accommodation,12.268996,76.6374755,570008,80,4.3
HOTEL PREETHI INTERNATIONAL,"church road, five lights cir, near bishop house, mysuru, karnataka 570001, india",Hotel,12.3174716,76.659326,570001,41,4.3
HOTEL LOK SAGAR,"jaganmohan palace circle, #268, lakshmi vilas road, subbarayanakere, chamrajpura, mysuru, karnataka 570024, india",Hotel,12.3061426,76.6504524,570024,79,4.3
HOTEL SUNSHINE,"s no, 354, ashoka road, near st. philomena church, menna bazzar, louroadu nagar, mandi mohalla, mysuru, karnataka 570001, india",Hotel,12.3222252,76.6579745,570001,77,3.8
OYO 6447 SAMASTH ROOMS AND SUITES,"plot no.176-101 kt street, gandhi square, opposite prabha takies, mysuru, karnataka 570001, india",Hotel,12.3118947,76.6535985,570001,76,4
SUNFLOWER HOTELS,"#331/a, loyal world centre, bangalore, mysore road, adjacent to st. joseph hospital, mysuru, karnataka 570015, india",Hotel,12.3420017,76.6548027,570015,74,4.2
AISHWARYA SUITES (BEST BUDGET HOTEL IN MYSORE),"3844/3, new bamboo bazaar road, highway circle near ksrtc bus depot, next to indian oil bunk, mysuru, karnataka 570015, india",Lodge,12.330811,76.645405,570015,73,3.9
THE OLIVE SHINE,"#526, 5th main road, 3road stage, gokulam 3road stage, gokulam, mysuru, karnataka 570002, india",Hotel,12.3348396,76.624232,570002,71,4.1
THE RED LOTUS,"no. 1, akkamahadevi road, next to shaneshwara temple, c-block, jp nagar, mysuru, karnataka 570008, india",Serviced accommodation,12.2676041,76.6452226,570008,70,4.1
THE GRAND INN (BEST HOTEL IN MYSORE),"2898, behind suburban bus stand, 1, keshava iyengar road, halladakeri, mysuru, karnataka 570001, india",Hotel,12.3113759,76.6578863,570001,68,4.1
UNNATHI COMFORT INN,"#1293, kuvempunagar, g&h block opp to lavakusha park, 4th cross, kuvempu nagara, mysuru, karnataka 570023, india",Serviced accommodation,12.2916562,76.6283097,570023,67,4.5
KINGS KOURT HOTEL,"1294/b, jhansi rani lakshmi bai road, devaraja mohalla, shivarampet, mysuru, karnataka 570005, india",Hotel,12.3114334,76.6450194,570005,66,3.9
OYO FLAGSHIP 082 MYSORE GOKULAM,"contour road, gokulam plot no.526, white house, 5th main road, mysuru, karnataka 570002, india",Hotel,12.3348402,76.6242516,570002,65,3.9
LE OAK INN,"158, nelson mandela road, bannimantap, mysuru, karnataka 570015, india",Hotel,12.3310807,76.6461062,570015,64,4.1
NI AMBAARI SUITES,"subbarayanakere, chamrajpura, mysuru, karnataka 570004, india",Hotel,12.3056135,76.6499219,570004,63,3.9
ZOSTEL,"2639, 1, valmiki main road, vani vilas mohalla, mysuru, karnataka 570002, india",Hostel,12.3227332,76.6346749,570002,62,4.5
REGENTA CENTRAL HERALD MYSORE BY ROYAL ORCHID HOTELS,"174, nelson mandela road, bannimantap, mysuru, karnataka 570015, india",Hotel,12.3313733,76.6479099,570015,61,4.2
HOTEL GOLDEN CASTLE,"#3615/1 m28/1 opp: old rmc, 570021, sayyaji rao road, mysuru, karnataka 570021, india",Hotel,12.3218844,76.64647,570021,40,4
THE WINDFLOWER RESORTS AND SPA,"maharanapratap road, nazarbad, mysuru, karnataka 570010, india",Resort hotel,12.2918858,76.6722352,570010,19,4.2
GINGER MYSORE,"678, vasantha mahal road, near police station, nazarbad, mysuru, karnataka 570010, india",Hotel,12.3069549,76.66705,570010,18,3.8
FORTUNE JP PALACE,"#3, abba road, earangere, nazarbad, mysuru, karnataka 570007, india",Hotel,12.3182628,76.6630518,570007,16,4.2
LALITHA MAHAL PALACE HOTEL,"lalitha mahal palace road, lalithmahal nagar, siddhartha layout, mysuru, karnataka 570028, india",Hotel,12.2983099,76.6923869,570028,14,4.3
LAIKA HERITAGE STAY,"942, second main road, nr mohalla, lakshmipuram, mysuru, karnataka 570004, india",Hotel,12.2967695,76.6458999,570004,13,4.3
TREEBO TREND AKSHAYA MAHAL INN - HOTEL IN MYSORE,"no.5/a, hydarali road, abba road, mohalla, nazarbad, mysuru, karnataka 570007, india",Hotel,12.317702,76.664365,570007,12,4.2
HOTEL ROOPA,"hotel roopa #2724/c, bangalore nilgiri road, mysuru, karnataka 570001, india",Hotel,12.30831,76.659583,570001,11,3.7
HOTEL RIO MERIDIAN,"#2203, 54, sayyaji rao road, bamboo bazar, tilak nagar, mysuru, karnataka 570015, india",Hotel,12.3289022,76.6445608,570015,10,4.1
HOTEL MAURYA PALACE AND HOTEL MAURYA RESIDENCY,"no. 2716, 2, 3-7, sri harsha road, lashkar mohalla, mandi mohalla, mysuru, karnataka 570001, india",Hotel,12.3087682,76.6573714,570001,8,4
ROOPA ELITE,"no. d-29, 6th main road, v.v mohalla,, mysuru, karnataka 570002, india",Hotel,12.324049,76.629642,570002,6,4.3
HOTEL SOUTHERN STAR,"13-14, vinoba road, devaraja mohalla, cftri campus, kajjihundi, mysuru, karnataka 570005, india",Hotel,12.3116421,76.6432697,570005,5,4.2
ROYAL ORCHID METROPOLE MYSORE,"no. 5, jhansi rani lakshmi bai road, devaraja mohalla, cftri campus, lakshmipuram, mysuru, karnataka 570005, india",Hotel,12.3115884,76.644414,570005,4,4.3
HOTEL SANDESH THE PRINCE,"no 3 nethra nivas, nazarbad main road, mysuru, karnataka 570010, india",Hotel,12.3092408,76.6623608,570010,3,4
RADISSON BLU PLAZA HOTEL MYSORE,"1, ramanuja road, indiranagar extension, jc nagar, mysuru, karnataka 570010, india",Hotel,12.2980275,76.6653657,570010,2,4.5
GRAND MERCURE MYSORE,"2203 60 new sayyaji rao road, nelson mandela road, mysuru, karnataka 570021, india",Hotel,12.3303862,76.6452194,570021,1,4.5
